Year,Status,Geography,Sex,Age group,GeoCode,Value
2020,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,16
2020,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,14
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,1
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,1
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,3
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,4
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,2
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,5
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,6
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,3
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,5
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,7
2020,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,3
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,11
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,12
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,13
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,11
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,13
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,13
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,14
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,15
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,14
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,17
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,15
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,13
2020,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,18
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,4
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,5
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,3
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,6
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,6
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,5
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,7
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,8
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,7
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,7
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,7
2020,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,10
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,10
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,8
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,10
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,7
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,12
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,13
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,11
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,15
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,15
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,14
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,15
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,15
2020,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,15
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,4
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,5
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,3
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,6
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,7
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,4
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,8
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,10
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,6
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,8
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,9
2020,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,4
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,4
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,9
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,11
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,11
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,11
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,13
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,14
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,12
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,15
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,16
2020,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,14
