Year,Occupation,Type of work,Gender,Age group,Geography,GeoCode,Value
2015,Management occupations,Part-time employees,Men+,55 years and over,Canada,,36.45
2015,Management occupations,Part-time employees,Women+,15 years and over,Canada,,29.26
2015,Management occupations,Part-time employees,Women+,25 to 54 years,Canada,,26.22
2015,Management occupations,Part-time employees,Women+,55 years and over,Canada,,39.58
2015,"Business, finance and administration occupations, except management",Part-time employees,Total - Gender,15 years and over,Canada,,21.13
2015,"Business, finance and administration occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Canada,,14.89
2015,"Business, finance and administration occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Canada,,22.22
2015,"Business, finance and administration occupations, except management",Part-time employees,Total - Gender,55 years and over,Canada,,24.14
2015,"Business, finance and administration occupations, except management",Part-time employees,Men+,15 years and over,Canada,,19.45
2015,"Business, finance and administration occupations, except management",Part-time employees,Men+,15 to 24 years,Canada,,14.23
2015,"Business, finance and administration occupations, except management",Part-time employees,Men+,25 to 54 years,Canada,,20.44
2015,"Business, finance and administration occupations, except management",Part-time employees,Men+,55 years and over,Canada,,27.86
2015,"Business, finance and administration occupations, except management",Part-time employees,Women+,15 years and over,Canada,,21.44
2015,"Business, finance and administration occupations, except management",Part-time employees,Women+,15 to 24 years,Canada,,15.16
2015,"Business, finance and administration occupations, except management",Part-time employees,Women+,25 to 54 years,Canada,,22.44
2015,"Business, finance and administration occupations, except management",Part-time employees,Women+,55 years and over,Canada,,23.63
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,15 years and over,Canada,,27.78
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Canada,,17.76
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Canada,,26.92
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,55 years and over,Canada,,42.39
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Men+,15 years and over,Canada,,29.66
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Men+,15 to 24 years,Canada,,18.37
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Men+,25 to 54 years,Canada,,27.52
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Women+,15 years and over,Canada,,24.37
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Women+,15 to 24 years,Canada,,16.51
2015,"Natural and applied sciences and related occupations, except management",Part-time employees,Women+,25 to 54 years,Canada,,26.21
2015,"Health occupations, except management",Part-time employees,Total - Gender,15 years and over,Canada,,28.1
2015,"Health occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Canada,,18.54
2015,"Health occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Canada,,29.08
2015,"Health occupations, except management",Part-time employees,Total - Gender,55 years and over,Canada,,31.85
2015,"Health occupations, except management",Part-time employees,Men+,15 years and over,Canada,,26.84
2015,"Health occupations, except management",Part-time employees,Men+,15 to 24 years,Canada,,16.13
2015,"Health occupations, except management",Part-time employees,Men+,25 to 54 years,Canada,,26.72
2015,"Health occupations, except management",Part-time employees,Men+,55 years and over,Canada,,38.87
2015,"Health occupations, except management",Part-time employees,Women+,15 years and over,Canada,,28.25
2015,"Health occupations, except management",Part-time employees,Women+,15 to 24 years,Canada,,19.03
2015,"Health occupations, except management",Part-time employees,Women+,25 to 54 years,Canada,,29.31
2015,"Health occupations, except management",Part-time employees,Women+,55 years and over,Canada,,30.97
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,15 years and over,Canada,,26.66
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,15 to 24 years,Canada,,16.81
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,25 to 54 years,Canada,,28.35
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,55 years and over,Canada,,29.29
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,15 years and over,Canada,,31.27
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,15 to 24 years,Canada,,17.92
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,25 to 54 years,Canada,,34.17
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,55 years and over,Canada,,37.41
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,15 years and over,Canada,,25.35
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,15 to 24 years,Canada,,16.31
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,25 to 54 years,Canada,,27.07
2015,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,55 years and over,Canada,,26.42
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,15 years and over,Canada,,19.18
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,15 to 24 years,Canada,,15.57
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,25 to 54 years,Canada,,25.21
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,55 years and over,Canada,,24.46
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Men+,15 years and over,Canada,,19.34
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Men+,15 to 24 years,Canada,,16.5
2015,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Men+,25 to 54 years,Canada,,25.34
