Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2023,500 metres from low-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,15 to 19 years,10,7.2
2023,500 metres from low-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,20 to 24 years,10,14.3
2023,500 metres from low-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,65 years and over,10,5.3
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location","Total, gender",65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Men+,65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,"Total, location",Women+,65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,"Total, gender",65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Men+,65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Urban,Women+,65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,"Total, gender",65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Men+,65 years and over,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,Total - Age groups of the population - 100% data,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,0 to 14 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,15 to 64 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,15 to 19 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,20 to 24 years,10,0.0
2023,1000 metres from high-capacity public transit stops only,Newfoundland and Labrador,Rural,Women+,65 years and over,10,0.0
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",Total - Age groups of the population - 100% data,001,54.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",0 to 14 years,001,46.5
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",15 to 64 years,001,54.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",15 to 19 years,001,48.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",20 to 24 years,001,63.4
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location","Total, gender",65 years and over,001,61.0
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,Total - Age groups of the population - 100% data,001,54.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,0 to 14 years,001,46.5
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,15 to 64 years,001,54.9
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,15 to 19 years,001,48.9
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,20 to 24 years,001,63.6
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Men+,65 years and over,001,58.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,Total - Age groups of the population - 100% data,001,55.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,0 to 14 years,001,46.3
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,15 to 64 years,001,54.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,15 to 19 years,001,48.6
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,20 to 24 years,001,63.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador","Total, location",Women+,65 years and over,001,62.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",Total - Age groups of the population - 100% data,001,61.6
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",0 to 14 years,001,53.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",15 to 64 years,001,61.5
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",15 to 19 years,001,55.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",20 to 24 years,001,68.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,"Total, gender",65 years and over,001,68.4
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,Total - Age groups of the population - 100% data,001,61.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,0 to 14 years,001,53.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,15 to 64 years,001,61.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,15 to 19 years,001,55.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,20 to 24 years,001,69.5
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Men+,65 years and over,001,66.6
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,Total - Age groups of the population - 100% data,001,61.9
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,0 to 14 years,001,53.1
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,15 to 64 years,001,61.3
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,15 to 19 years,001,54.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,20 to 24 years,001,68.0
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Urban,Women+,65 years and over,001,69.7
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Rural,"Total, gender",Total - Age groups of the population - 100% data,001,7.8
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Rural,"Total, gender",0 to 14 years,001,7.5
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Rural,"Total, gender",15 to 64 years,001,8.2
2023,500 metres from all public transit stops,"St. John's, Newfoundland and Labrador",Rural,"Total, gender",15 to 19 years,001,7.5
