Year,Type de violence physique ou sexuelle subie durant l'enfance,Géographie,Genre,Groupe d'âge,Status d'immigrant,Minorité visible,Identité autochtone,Incapacité,Orientation sexuelle,GeoCode,Value
2018,Violence sexuelle,Manitoba,"Total, genre","Total, âge",,,,,,46,7.89
2018,Violence sexuelle,Manitoba,Genre masculin,"Total, âge",,,,,,46,3.66
2018,Violence sexuelle,Manitoba,Genre féminin,"Total, âge",,,,,,46,12.15
2018,Violence sexuelle,Manitoba,"Total, genre",15 à 24 ans,,,,,,46,5.1
2018,Violence sexuelle,Manitoba,"Total, genre",25 à 34 ans,,,,,,46,6.18
2018,Violence sexuelle,Manitoba,Genre féminin,25 à 34 ans,,,,,,46,11.4
2018,Violence sexuelle,Manitoba,"Total, genre",35 à 44 ans,,,,,,46,8.41
2018,Violence sexuelle,Manitoba,Genre masculin,35 à 44 ans,,,,,,46,5.73
2018,Violence sexuelle,Manitoba,Genre féminin,35 à 44 ans,,,,,,46,11.01
2018,Violence sexuelle,Manitoba,"Total, genre",45 à 54 ans,,,,,,46,11.42
2018,Violence sexuelle,Manitoba,Genre masculin,45 à 54 ans,,,,,,46,3.96
2018,Violence sexuelle,Manitoba,Genre féminin,45 à 54 ans,,,,,,46,19.35
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre","Total, âge",,,,,,47,26.92
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,"Total, âge",,,,,,47,26.5
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,"Total, âge",,,,,,47,27.12
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",15 à 24 ans,,,,,,47,24.32
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,15 à 24 ans,,,,,,47,26.26
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,15 à 24 ans,,,,,,47,21.69
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",25 à 34 ans,,,,,,47,21.9
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,25 à 34 ans,,,,,,47,18.52
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,25 à 34 ans,,,,,,47,24.92
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",35 à 44 ans,,,,,,47,28.77
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,35 à 44 ans,,,,,,47,28.28
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,35 à 44 ans,,,,,,47,29.28
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",45 à 54 ans,,,,,,47,33.14
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,45 à 54 ans,,,,,,47,30.4
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,45 à 54 ans,,,,,,47,35.7
2018,Violence physique,Saskatchewan,"Total, genre","Total, âge",,,,,,47,23.7
2018,Violence physique,Saskatchewan,Genre masculin,"Total, âge",,,,,,47,25.53
2018,Violence physique,Saskatchewan,Genre féminin,"Total, âge",,,,,,47,21.69
2018,Violence physique,Saskatchewan,"Total, genre",15 à 24 ans,,,,,,47,23.7
2018,Violence physique,Saskatchewan,Genre masculin,15 à 24 ans,,,,,,47,26.26
2018,Violence physique,Saskatchewan,Genre féminin,15 à 24 ans,,,,,,47,20.96
2018,Violence physique,Saskatchewan,"Total, genre",25 à 34 ans,,,,,,47,20.25
2018,Violence physique,Saskatchewan,Genre masculin,25 à 34 ans,,,,,,47,18.04
2018,Violence physique,Saskatchewan,Genre féminin,25 à 34 ans,,,,,,47,22.04
2018,Violence physique,Saskatchewan,"Total, genre",35 à 44 ans,,,,,,47,25.65
2018,Violence physique,Saskatchewan,Genre masculin,35 à 44 ans,,,,,,47,27.01
2018,Violence physique,Saskatchewan,Genre féminin,35 à 44 ans,,,,,,47,24.24
2018,Violence physique,Saskatchewan,"Total, genre",45 à 54 ans,,,,,,47,27.94
2018,Violence physique,Saskatchewan,Genre masculin,45 à 54 ans,,,,,,47,28.88
2018,Violence physique,Saskatchewan,Genre féminin,45 à 54 ans,,,,,,47,26.7
2018,Violence sexuelle,Saskatchewan,"Total, genre","Total, âge",,,,,,47,6.81
2018,Violence sexuelle,Saskatchewan,Genre masculin,"Total, âge",,,,,,47,2.62
2018,Violence sexuelle,Saskatchewan,Genre féminin,"Total, âge",,,,,,47,11.0
2018,Violence sexuelle,Saskatchewan,"Total, genre",15 à 24 ans,,,,,,47,3.36
2018,Violence sexuelle,Saskatchewan,Genre féminin,15 à 24 ans,,,,,,47,5.76
2018,Violence sexuelle,Saskatchewan,"Total, genre",25 à 34 ans,,,,,,47,3.88
2018,Violence sexuelle,Saskatchewan,Genre féminin,25 à 34 ans,,,,,,47,7.27
2018,Violence sexuelle,Saskatchewan,"Total, genre",35 à 44 ans,,,,,,47,7.63
2018,Violence sexuelle,Saskatchewan,Genre masculin,35 à 44 ans,,,,,,47,4.43
2018,Violence sexuelle,Saskatchewan,Genre féminin,35 à 44 ans,,,,,,47,10.78
2018,Violence sexuelle,Saskatchewan,"Total, genre",45 à 54 ans,,,,,,47,9.93
2018,Violence sexuelle,Saskatchewan,Genre masculin,45 à 54 ans,,,,,,47,3.39
2018,Violence sexuelle,Saskatchewan,Genre féminin,45 à 54 ans,,,,,,47,16.7
2018,Violence physique ou sexuelle,Alberta,"Total, genre","Total, âge",,,,,,48,28.82
2018,Violence physique ou sexuelle,Alberta,Genre masculin,"Total, âge",,,,,,48,26.18
2018,Violence physique ou sexuelle,Alberta,Genre féminin,"Total, âge",,,,,,48,31.47
2018,Violence physique ou sexuelle,Alberta,"Total, genre",15 à 24 ans,,,,,,48,21.88
2018,Violence physique ou sexuelle,Alberta,Genre masculin,15 à 24 ans,,,,,,48,18.53
2018,Violence physique ou sexuelle,Alberta,Genre féminin,15 à 24 ans,,,,,,48,24.67
2018,Violence physique ou sexuelle,Alberta,"Total, genre",25 à 34 ans,,,,,,48,26.33
2018,Violence physique ou sexuelle,Alberta,Genre masculin,25 à 34 ans,,,,,,48,23.39
2018,Violence physique ou sexuelle,Alberta,Genre féminin,25 à 34 ans,,,,,,48,29.58
2018,Violence physique ou sexuelle,Alberta,"Total, genre",35 à 44 ans,,,,,,48,30.1
2018,Violence physique ou sexuelle,Alberta,Genre masculin,35 à 44 ans,,,,,,48,26.02
2018,Violence physique ou sexuelle,Alberta,Genre féminin,35 à 44 ans,,,,,,48,34.37
2018,Violence physique ou sexuelle,Alberta,"Total, genre",45 à 54 ans,,,,,,48,33.69
2018,Violence physique ou sexuelle,Alberta,Genre masculin,45 à 54 ans,,,,,,48,31.23
2018,Violence physique ou sexuelle,Alberta,Genre féminin,45 à 54 ans,,,,,,48,36.31
2018,Violence physique,Alberta,"Total, genre","Total, âge",,,,,,48,25.15
2018,Violence physique,Alberta,Genre masculin,"Total, âge",,,,,,48,24.98
2018,Violence physique,Alberta,Genre féminin,"Total, âge",,,,,,48,25.27
2018,Violence physique,Alberta,"Total, genre",15 à 24 ans,,,,,,48,20.55
2018,Violence physique,Alberta,Genre masculin,15 à 24 ans,,,,,,48,18.53
2018,Violence physique,Alberta,Genre féminin,15 à 24 ans,,,,,,48,21.94
2018,Violence physique,Alberta,"Total, genre",25 à 34 ans,,,,,,48,23.91
2018,Violence physique,Alberta,Genre masculin,25 à 34 ans,,,,,,48,23.39
2018,Violence physique,Alberta,Genre féminin,25 à 34 ans,,,,,,48,24.66
2018,Violence physique,Alberta,"Total, genre",35 à 44 ans,,,,,,48,25.11
2018,Violence physique,Alberta,Genre masculin,35 à 44 ans,,,,,,48,23.87
2018,Violence physique,Alberta,Genre féminin,35 à 44 ans,,,,,,48,26.4
2018,Violence physique,Alberta,"Total, genre",45 à 54 ans,,,,,,48,29.39
2018,Violence physique,Alberta,Genre masculin,45 à 54 ans,,,,,,48,29.59
2018,Violence physique,Alberta,Genre féminin,45 à 54 ans,,,,,,48,29.17
2018,Violence sexuelle,Alberta,"Total, genre","Total, âge",,,,,,48,8.61
2018,Violence sexuelle,Alberta,Genre masculin,"Total, âge",,,,,,48,3.21
2018,Violence sexuelle,Alberta,Genre féminin,"Total, âge",,,,,,48,14.14
2018,Violence sexuelle,Alberta,"Total, genre",15 à 24 ans,,,,,,48,2.76
2018,Violence sexuelle,Alberta,Genre féminin,15 à 24 ans,,,,,,48,5.68
2018,Violence sexuelle,Alberta,"Total, genre",25 à 34 ans,,,,,,48,7.04
2018,Violence sexuelle,Alberta,Genre féminin,25 à 34 ans,,,,,,48,12.66
2018,Violence sexuelle,Alberta,"Total, genre",35 à 44 ans,,,,,,48,10.38
2018,Violence sexuelle,Alberta,Genre masculin,35 à 44 ans,,,,,,48,5.0
2018,Violence sexuelle,Alberta,Genre féminin,35 à 44 ans,,,,,,48,16.03
2018,Violence sexuelle,Alberta,"Total, genre",45 à 54 ans,,,,,,48,10.97
2018,Violence sexuelle,Alberta,Genre masculin,45 à 54 ans,,,,,,48,5.22
2018,Violence sexuelle,Alberta,Genre féminin,45 à 54 ans,,,,,,48,17.1
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre","Total, âge",,,,,,59,30.47
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,"Total, âge",,,,,,59,29.46
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,"Total, âge",,,,,,59,31.44
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",15 à 24 ans,,,,,,59,21.92
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,15 à 24 ans,,,,,,59,25.02
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,15 à 24 ans,,,,,,59,19.02
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",25 à 34 ans,,,,,,59,32.1
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,25 à 34 ans,,,,,,59,28.58
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,25 à 34 ans,,,,,,59,35.32
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",35 à 44 ans,,,,,,59,28.3
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,35 à 44 ans,,,,,,59,26.83
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,35 à 44 ans,,,,,,59,29.65
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",45 à 54 ans,,,,,,59,35.04
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,45 à 54 ans,,,,,,59,34.11
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,45 à 54 ans,,,,,,59,35.89
2018,Violence physique,Colombie-Britannique,"Total, genre","Total, âge",,,,,,59,26.58
2018,Violence physique,Colombie-Britannique,Genre masculin,"Total, âge",,,,,,59,27.7
2018,Violence physique,Colombie-Britannique,Genre féminin,"Total, âge",,,,,,59,25.46
2018,Violence physique,Colombie-Britannique,"Total, genre",15 à 24 ans,,,,,,59,20.82
2018,Violence physique,Colombie-Britannique,Genre masculin,15 à 24 ans,,,,,,59,24.5
2018,Violence physique,Colombie-Britannique,Genre féminin,15 à 24 ans,,,,,,59,17.28
2018,Violence physique,Colombie-Britannique,"Total, genre",25 à 34 ans,,,,,,59,29.1
2018,Violence physique,Colombie-Britannique,Genre masculin,25 à 34 ans,,,,,,59,27.28
2018,Violence physique,Colombie-Britannique,Genre féminin,25 à 34 ans,,,,,,59,30.58
2018,Violence physique,Colombie-Britannique,"Total, genre",35 à 44 ans,,,,,,59,24.8
2018,Violence physique,Colombie-Britannique,Genre masculin,35 à 44 ans,,,,,,59,25.42
2018,Violence physique,Colombie-Britannique,Genre féminin,35 à 44 ans,,,,,,59,24.1
2018,Violence physique,Colombie-Britannique,"Total, genre",45 à 54 ans,,,,,,59,29.47
2018,Violence physique,Colombie-Britannique,Genre masculin,45 à 54 ans,,,,,,59,30.11
2018,Violence physique,Colombie-Britannique,Genre féminin,45 à 54 ans,,,,,,59,28.8
2018,Violence sexuelle,Colombie-Britannique,"Total, genre","Total, âge",,,,,,59,9.38
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,"Total, âge",,,,,,59,4.87
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,"Total, âge",,,,,,59,13.82
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",15 à 24 ans,,,,,,59,2.72
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",25 à 34 ans,,,,,,59,7.95
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,25 à 34 ans,,,,,,59,5.67
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,25 à 34 ans,,,,,,59,10.31
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",35 à 44 ans,,,,,,59,10.14
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,35 à 44 ans,,,,,,59,5.17
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,35 à 44 ans,,,,,,59,15.05
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",45 à 54 ans,,,,,,59,13.15
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,45 à 54 ans,,,,,,59,7.63
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,45 à 54 ans,,,,,,59,18.42
2018,Violence physique ou sexuelle,Yukon,"Total, genre","Total, âge",,,,,,60,37.95
2018,Violence physique ou sexuelle,Yukon,Genre masculin,"Total, âge",,,,,,60,39.34
2018,Violence physique ou sexuelle,Yukon,Genre féminin,"Total, âge",,,,,,60,36.5
2018,Violence physique ou sexuelle,Yukon,"Total, genre",15 à 24 ans,,,,,,60,21.6
2018,Violence physique ou sexuelle,Yukon,"Total, genre",25 à 34 ans,,,,,,60,36.55
2018,Violence physique ou sexuelle,Yukon,Genre masculin,25 à 34 ans,,,,,,60,32.11
2018,Violence physique ou sexuelle,Yukon,Genre féminin,25 à 34 ans,,,,,,60,41.22
2018,Violence physique ou sexuelle,Yukon,"Total, genre",35 à 44 ans,,,,,,60,31.29
2018,Violence physique ou sexuelle,Yukon,Genre masculin,35 à 44 ans,,,,,,60,24.98
2018,Violence physique ou sexuelle,Yukon,Genre féminin,35 à 44 ans,,,,,,60,37.45
2018,Violence physique ou sexuelle,Yukon,"Total, genre",45 à 54 ans,,,,,,60,43.85
2018,Violence physique ou sexuelle,Yukon,Genre masculin,45 à 54 ans,,,,,,60,49.42
2018,Violence physique ou sexuelle,Yukon,Genre féminin,45 à 54 ans,,,,,,60,38.37
2018,Violence physique,Yukon,"Total, genre","Total, âge",,,,,,60,32.88
2018,Violence physique,Yukon,Genre masculin,"Total, âge",,,,,,60,36.91
2018,Violence physique,Yukon,Genre féminin,"Total, âge",,,,,,60,28.67
2018,Violence physique,Yukon,"Total, genre",15 à 24 ans,,,,,,60,20.12
2018,Violence physique,Yukon,"Total, genre",25 à 34 ans,,,,,,60,29.41
2018,Violence physique,Yukon,Genre masculin,25 à 34 ans,,,,,,60,25.71
2018,Violence physique,Yukon,Genre féminin,25 à 34 ans,,,,,,60,33.31
2018,Violence physique,Yukon,"Total, genre",35 à 44 ans,,,,,,60,26.2
2018,Violence physique,Yukon,Genre masculin,35 à 44 ans,,,,,,60,23.45
2018,Violence physique,Yukon,Genre féminin,35 à 44 ans,,,,,,60,28.89
2018,Violence physique,Yukon,"Total, genre",45 à 54 ans,,,,,,60,39.03
2018,Violence physique,Yukon,Genre masculin,45 à 54 ans,,,,,,60,47.54
2018,Violence physique,Yukon,Genre féminin,45 à 54 ans,,,,,,60,30.68
2018,Violence sexuelle,Yukon,"Total, genre","Total, âge",,,,,,60,13.82
2018,Violence sexuelle,Yukon,Genre masculin,"Total, âge",,,,,,60,7.73
2018,Violence sexuelle,Yukon,Genre féminin,"Total, âge",,,,,,60,20.16
2018,Violence sexuelle,Yukon,"Total, genre",25 à 34 ans,,,,,,60,11.87
2018,Violence sexuelle,Yukon,Genre féminin,25 à 34 ans,,,,,,60,13.73
2018,Violence sexuelle,Yukon,"Total, genre",35 à 44 ans,,,,,,60,11.28
2018,Violence sexuelle,Yukon,Genre féminin,35 à 44 ans,,,,,,60,20.8
2018,Violence sexuelle,Yukon,"Total, genre",45 à 54 ans,,,,,,60,18.26
2018,Violence sexuelle,Yukon,Genre féminin,45 à 54 ans,,,,,,60,24.8
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre","Total, âge",,,,,,61,33.36
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,"Total, âge",,,,,,61,31.72
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,"Total, âge",,,,,,61,34.95
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",25 à 34 ans,,,,,,61,27.39
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,25 à 34 ans,,,,,,61,25.24
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,25 à 34 ans,,,,,,61,29.58
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",35 à 44 ans,,,,,,61,37.62
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,35 à 44 ans,,,,,,61,35.61
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,35 à 44 ans,,,,,,61,39.63
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",45 à 54 ans,,,,,,61,44.83
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,45 à 54 ans,,,,,,61,40.24
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,45 à 54 ans,,,,,,61,49.62
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre","Total, âge",,,,,,61,28.47
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,"Total, âge",,,,,,61,28.28
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,"Total, âge",,,,,,61,28.55
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",25 à 34 ans,,,,,,61,22.44
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,25 à 34 ans,,,,,,61,21.19
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,25 à 34 ans,,,,,,61,23.71
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",35 à 44 ans,,,,,,61,33.69
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,35 à 44 ans,,,,,,61,34.32
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,35 à 44 ans,,,,,,61,33.05
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",45 à 54 ans,,,,,,61,38.22
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,45 à 54 ans,,,,,,61,37.25
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,45 à 54 ans,,,,,,61,39.23
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre","Total, âge",,,,,,61,12.57
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,"Total, âge",,,,,,61,7.03
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,"Total, âge",,,,,,61,18.16
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",25 à 34 ans,,,,,,61,10.79
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,25 à 34 ans,,,,,,61,14.2
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",35 à 44 ans,,,,,,61,12.21
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,35 à 44 ans,,,,,,61,21.27
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",45 à 54 ans,,,,,,61,21.57
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,45 à 54 ans,,,,,,61,11.48
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,45 à 54 ans,,,,,,61,32.08
2018,Violence physique ou sexuelle,Nunavut,"Total, genre","Total, âge",,,,,,62,26.1
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,"Total, âge",,,,,,62,20.12
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,"Total, âge",,,,,,62,32.64
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",15 à 24 ans,,,,,,62,18.74
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,15 à 24 ans,,,,,,62,30.53
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",25 à 34 ans,,,,,,62,30.9
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,25 à 34 ans,,,,,,62,28.3
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,25 à 34 ans,,,,,,62,33.59
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",35 à 44 ans,,,,,,62,27.32
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,35 à 44 ans,,,,,,62,22.29
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,35 à 44 ans,,,,,,62,33.29
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",45 à 54 ans,,,,,,62,28.14
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,45 à 54 ans,,,,,,62,21.82
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,45 à 54 ans,,,,,,62,35.41
2018,Violence physique,Nunavut,"Total, genre","Total, âge",,,,,,62,19.2
2018,Violence physique,Nunavut,Genre masculin,"Total, âge",,,,,,62,18.87
2018,Violence physique,Nunavut,Genre féminin,"Total, âge",,,,,,62,19.56
2018,Violence physique,Nunavut,"Total, genre",15 à 24 ans,,,,,,62,15.15
2018,Violence physique,Nunavut,Genre féminin,15 à 24 ans,,,,,,62,23.2
2018,Violence physique,Nunavut,"Total, genre",25 à 34 ans,,,,,,62,22.89
2018,Violence physique,Nunavut,Genre masculin,25 à 34 ans,,,,,,62,27.13
2018,Violence physique,Nunavut,Genre féminin,25 à 34 ans,,,,,,62,18.5
2018,Violence physique,Nunavut,"Total, genre",35 à 44 ans,,,,,,62,17.81
2018,Violence physique,Nunavut,Genre masculin,35 à 44 ans,,,,,,62,19.96
2018,Violence physique,Nunavut,Genre féminin,35 à 44 ans,,,,,,62,15.26
2018,Violence physique,Nunavut,"Total, genre",45 à 54 ans,,,,,,62,18.48
2018,Violence physique,Nunavut,Genre masculin,45 à 54 ans,,,,,,62,20.5
2018,Violence physique,Nunavut,Genre féminin,45 à 54 ans,,,,,,62,16.14
2018,Violence sexuelle,Nunavut,"Total, genre","Total, âge",,,,,,62,12.38
2018,Violence sexuelle,Nunavut,Genre masculin,"Total, âge",,,,,,62,5.13
2018,Violence sexuelle,Nunavut,Genre féminin,"Total, âge",,,,,,62,20.3
2018,Violence sexuelle,Nunavut,"Total, genre",25 à 34 ans,,,,,,62,13.24
2018,Violence sexuelle,Nunavut,Genre féminin,25 à 34 ans,,,,,,62,19.94
2018,Violence sexuelle,Nunavut,"Total, genre",35 à 44 ans,,,,,,62,14.23
2018,Violence sexuelle,Nunavut,Genre féminin,35 à 44 ans,,,,,,62,22.68
2018,Violence sexuelle,Nunavut,"Total, genre",45 à 54 ans,,,,,,62,18.26
2018,Violence sexuelle,Nunavut,Genre féminin,45 à 54 ans,,,,,,62,30.02
2018,Violence physique ou sexuelle,Canada,Genre masculin,,"Total, statut d'immigrant",,,,,,26.13
2018,Violence physique ou sexuelle,Canada,Genre féminin,,"Total, statut d'immigrant",,,,,,27.87
2018,Violence physique ou sexuelle,Canada,Genre masculin,,Immigrants,,,,,,26.5
2018,Violence physique ou sexuelle,Canada,Genre féminin,,Immigrants,,,,,,24.74
2018,Violence physique ou sexuelle,Canada,Genre masculin,,Status d'immigrant non précisée,,,,,,13.63
2018,Violence physique ou sexuelle,Canada,Genre féminin,,Status d'immigrant non précisée,,,,,,14.43
