Year,Industry,Geography,GeoCode,Value
2017,Paper manufacturing,New Brunswick,13,0.86
2017,"Pulp, paper and paperboard mills",New Brunswick,13,0.62
2017,Converted paper product manufacturing,New Brunswick,13,0.24
2017,Printing and related support activities,New Brunswick,13,0.07
2017,Chemical manufacturing,New Brunswick,13,0.12
2017,"Pesticide, fertilizer and other agricultural chemical manufacturing",New Brunswick,13,0.07
2017,Plastics and rubber products manufacturing,New Brunswick,13,0.42
2017,Plastic product manufacturing,New Brunswick,13,0.41
2017,Rubber product manufacturing,New Brunswick,13,0.02
2017,Durable goods,New Brunswick,13,4.0
2017,Wood product manufacturing,New Brunswick,13,1.51
2017,Sawmills and wood preservation,New Brunswick,13,0.81
2017,"Veneer, plywood and engineered wood product manufacturing",New Brunswick,13,0.22
2017,Other wood product manufacturing,New Brunswick,13,0.48
2017,Non-metallic mineral product manufacturing,New Brunswick,13,0.28
2017,Cement and concrete product manufacturing,New Brunswick,13,0.11
2017,Lime and gypsum product manufacturing,New Brunswick,13,0.06
2017,Fabricated metal product manufacturing,New Brunswick,13,0.65
2017,Architectural and structural metals manufacturing,New Brunswick,13,0.42
2017,"Boiler, tank and shipping container manufacturing",New Brunswick,13,0.06
2017,"Machine shops, turned product, and screw, nut and bolt manufacturing",New Brunswick,13,0.08
2017,Other fabricated metal product manufacturing,New Brunswick,13,0.06
2017,Machinery manufacturing,New Brunswick,13,0.34
2017,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",New Brunswick,13,0.15
2017,Metalworking machinery manufacturing,New Brunswick,13,0.01
2017,Other general-purpose machinery manufacturing,New Brunswick,13,0.07
2017,"Navigational, measuring, medical and control instruments manufacturing",New Brunswick,13,0.07
2017,Motor vehicle body and trailer manufacturing,New Brunswick,13,0.08
2017,Motor vehicle parts manufacturing,New Brunswick,13,0.02
2017,Furniture and related product manufacturing,New Brunswick,13,0.24
2017,Household and institutional furniture and kitchen cabinet manufacturing,New Brunswick,13,0.23
2017,Miscellaneous manufacturing,New Brunswick,13,0.48
2017,Medical equipment and supplies manufacturing,New Brunswick,13,0.03
2017,Other miscellaneous manufacturing,New Brunswick,13,0.45
2017,Total manufacturing,Quebec,24,11.64
2017,Non-durable goods,Quebec,24,4.88
2017,Food manufacturing,Quebec,24,1.66
2017,Animal food manufacturing,Quebec,24,0.07
2017,Grain and oilseed milling,Quebec,24,0.03
2017,Sugar and confectionery product manufacturing,Quebec,24,0.1
2017,Fruit and vegetable preserving and specialty food manufacturing,Quebec,24,0.14
2017,Dairy product manufacturing,Quebec,24,0.24
2017,Meat product manufacturing,Quebec,24,0.46
2017,Seafood product preparation and packaging,Quebec,24,0.04
2017,Bakeries and tortilla manufacturing,Quebec,24,0.34
2017,Other food manufacturing,Quebec,24,0.24
2017,Beverage and tobacco product manufacturing,Quebec,24,0.26
2017,Textile mills,Quebec,24,0.09
2017,"Fibre, yarn and thread mills",Quebec,24,0.01
2017,Fabric mills,Quebec,24,0.06
2017,Textile and fabric finishing and fabric coating,Quebec,24,0.01
2017,Textile product mills,Quebec,24,0.09
2017,Textile furnishings mills,Quebec,24,0.04
2017,Other textile product mills,Quebec,24,0.05
2017,Apparel manufacturing,Quebec,24,0.29
2017,Apparel knitting mills,Quebec,24,0.03
2017,Cut and sew clothing manufacturing,Quebec,24,0.24
2017,Clothing accessories and other clothing manufacturing,Quebec,24,0.02
2017,Leather and allied product manufacturing,Quebec,24,0.03
2017,Leather and hide tanning and finishing,Quebec,24,0.0
2017,Footwear manufacturing,Quebec,24,0.02
2017,Other leather and allied product manufacturing,Quebec,24,0.01
2017,Paper manufacturing,Quebec,24,0.58
2017,"Pulp, paper and paperboard mills",Quebec,24,0.22
2017,Converted paper product manufacturing,Quebec,24,0.36
2017,Printing and related support activities,Quebec,24,0.33
2017,Petroleum and coal product manufacturing,Quebec,24,0.09
2017,Chemical manufacturing,Quebec,24,0.68
2017,Basic chemical manufacturing,Quebec,24,0.07
2017,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Quebec,24,0.02
2017,"Pesticide, fertilizer and other agricultural chemical manufacturing",Quebec,24,0.06
2017,Pharmaceutical and medicine manufacturing,Quebec,24,0.24
2017,"Paint, coating and adhesive manufacturing",Quebec,24,0.07
2017,"Soap, cleaning compound and toilet preparation manufacturing",Quebec,24,0.12
2017,Other chemical product manufacturing,Quebec,24,0.09
2017,Plastics and rubber products manufacturing,Quebec,24,0.79
2017,Plastic product manufacturing,Quebec,24,0.59
2017,Rubber product manufacturing,Quebec,24,0.19
2017,Durable goods,Quebec,24,6.76
2017,Wood product manufacturing,Quebec,24,0.83
2017,Sawmills and wood preservation,Quebec,24,0.31
2017,"Veneer, plywood and engineered wood product manufacturing",Quebec,24,0.14
2017,Other wood product manufacturing,Quebec,24,0.38
2017,Non-metallic mineral product manufacturing,Quebec,24,0.37
2017,Clay product and refractory manufacturing,Quebec,24,0.01
2017,Glass and glass product manufacturing,Quebec,24,0.07
2017,Cement and concrete product manufacturing,Quebec,24,0.2
2017,Lime and gypsum product manufacturing,Quebec,24,0.02
2017,Other non-metallic mineral product manufacturing,Quebec,24,0.07
2017,Primary metal manufacturing,Quebec,24,0.47
2017,Iron and steel mills and ferro-alloy manufacturing,Quebec,24,0.05
2017,Steel product manufacturing from purchased steel,Quebec,24,0.03
2017,Alumina and aluminum production and processing,Quebec,24,0.18
